id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32498,70.0,retired,married,primary,Porto,no,2795.0,no,no,cellular,8,jul,480,1.0,181,2.0,success,yes
32499,32.0,services,single,tertiary,Braga,no,945.0,no,no,cellular,20,nov,531,1.0,-1,,unknown,yes
32500,35.0,technician,single,secondary,Porto,no,175.0,yes,no,cellular,29,jan,219,1.0,246,1.0,failure,no
32501,51.0,blue-collar,married,tertiary,,no,84.0,no,yes,unknown,27,jun,269,1.0,-1,0.0,unknown,no
32502,27.0,blue-collar,married,primary,Lisboa,no,416.0,yes,no,,30,may,1193,2.0,-1,0.0,unknown,yes
32503,51.0,services,married,secondary,,no,7.0,no,no,cellular,27,aug,18,18.0,-1,0.0,unknown,no
32504,47.0,administrator,married,secondary,Lisboa,no,407.0,yes,no,unknown,5,jun,67,12.0,-1,0.0,unknown,no
32505,30.0,blue-collar,married,secondary,,no,1312.0,yes,no,unknown,19,may,285,2.0,-1,0.0,unknown,no
32506,34.0,services,married,secondary,,no,24.0,yes,no,unknown,28,may,124,1.0,-1,0.0,unknown,no
32507,48.0,unemployed,married,secondary,Lisboa,no,817.0,no,n,cellular,16,jul,806,3.0,183,5.0,success,yes
32508,49.0,admin.,married,secondary,,no,197.0,yes,no,cellular,23,jul,125,1.0,101,3.0,success,no
32509,44.0,blue-collar,married,unknown,Porto,no,879.0,no,no,telephone,31,jul,28,1.0,-1,0.0,unknown,no
32510,39.0,entrepreneur,single,tertiary,,no,243.0,no,yes,cellular,11,may,128,3.0,371,1.0,failure,no
32511,29.0,technician,single,secondary,Lisboa,no,468.0,yes,n,cellular,18,may,37,1.0,370,3.0,failure,no
32512,35.0,blue-collar,married,primary,,no,14.0,yes,n,unknown,20,jun,35,1.0,-1,0.0,unknown,no
32513,44.0,technician,divorced,secondary,,no,414.0,yes,yes,unknown,6,jun,81,2.0,-1,0.0,unknown,no
32514,34.0,services,married,secondary,,no,,no,no,unknown,8,may,149,1.0,-1,0.0,unknown,no
32515,33.0,management,single,tertiary,,no,318.0,yes,n,cellular,8,apr,1190,1.0,141,3.0,other,yes
32516,57.0,retired,married,tertiary,,no,4451.0,no,y,cellular,7,sep,133,3.0,-1,0.0,unknown,no
32517,36.0,entrepreneur,married,secondary,Lisboa,no,313.0,yes,no,cellular,29,jan,167,2.0,198,1.0,failure,no
32518,41.0,admin.,married,secondary,,no,1597.0,yes,n,cellular,16,apr,461,2.0,321,1.0,failure,no
32519,47.0,management,married,tertiary,,no,2261.0,no,no,cellular,31,jul,87,2.0,-1,0.0,unknown,no
32520,60.0,retired,married,secondary,,no,1690.0,no,no,unknown,20,jun,1467,4.0,-1,0.0,unknown,yes
32521,,management,married,tertiary,Lisboa,no,,yes,yes,cellular,26,jan,122,4.0,50,4.0,other,no
32522,36.0,management,single,tertiary,Braga,no,0.0,no,n,unknown,11,jun,33,1.0,-1,0.0,unknown,no
32523,36.0,technician,married,secondary,Lisboa,no,577.0,no,no,cellular,6,aug,88,2.0,-1,0.0,unknown,no
32524,24.0,technician,single,secondary,Porto,no,681.0,yes,no,,4,jun,180,2.0,-1,0.0,unknown,no
32525,34.0,housemaid,single,secondary,Lisboa,no,1363.0,no,no,telephone,1,oct,258,1.0,93,1.0,failure,no
32526,43.0,admin.,married,secondary,Porto,no,1996.0,no,yes,,31,jul,34,3.0,-1,,unknown,no
32527,27.0,management,single,tertiary,Lisboa,no,338.0,no,yes,cellular,7,jul,535,1.0,-1,0.0,unknown,no
32528,43.0,blue-collar,married,secondary,Lisboa,no,1255.0,yes,yes,cellular,7,may,300,2.0,-1,0.0,unknown,no
32529,37.0,entrepreneur,married,unknown,Porto,no,983.0,no,yes,unknown,5,jun,225,1.0,-1,0.0,unknown,no
32530,33.0,services,married,secondary,,no,2065.0,yes,yes,unknown,26,may,241,2.0,-1,0.0,unknown,no
32531,59.0,self-employed,married,secondary,Lisboa,no,201.0,no,n,cellular,18,nov,117,2.0,-1,0.0,unknown,no
32532,56.0,blue-collar,divorced,primary,Porto,no,190.0,yes,n,,12,may,15,8.0,351,9.0,other,no
32533,61.0,technician,divorced,secondary,,no,,no,n,cellular,19,oct,131,1.0,-1,0.0,unknown,yes
32534,32.0,blue-collar,single,secondary,,no,255.0,no,no,unknown,4,jun,175,1.0,-1,0.0,unknown,no
32535,43.0,management,divorced,tertiary,Porto,no,187.0,no,no,cellular,5,aug,175,1.0,-1,0.0,unknown,no
32536,40.0,blue-collar,married,primary,Porto,no,1206.0,no,y,telephone,16,jul,201,5.0,-1,0.0,unknown,no
32537,44.0,blue-collar,married,secondary,,no,373.0,yes,no,unknown,8,may,122,2.0,-1,0.0,unknown,no
32538,,management,divorced,tertiary,,no,0.0,yes,no,telephone,18,nov,32,2.0,-1,0.0,unknown,no
32539,42.0,services,divorced,primary,,no,0.0,yes,no,cellular,9,feb,216,2.0,-1,0.0,unknown,no
32540,27.0,admin.,single,secondary,,no,-242.0,no,yes,cellular,29,jul,20,21.0,-1,0.0,unknown,no
32541,43.0,technician,married,primary,,no,4844.0,yes,n,cellular,19,nov,434,1.0,-1,0.0,unknown,no
32542,30.0,technician,married,secondary,Lisboa,no,776.0,no,no,cellular,7,aug,72,1.0,99,2.0,success,no
32543,48.0,blue-collar,married,secondary,,no,904.0,yes,no,unknown,5,may,128,2.0,-1,0.0,unknown,no
32544,36.0,services,single,secondary,Braga,no,774.0,yes,no,cellular,3,feb,231,2.0,259,1.0,failure,no
32545,42.0,blue-collar,married,secondary,Amadora,no,2256.0,yes,no,unknown,16,jun,315,1.0,-1,0.0,unknown,no
32546,30.0,management,single,tertiary,Porto,no,1108.0,yes,yes,unknown,9,may,261,1.0,-1,0.0,unknown,no
32547,46.0,,married,primary,,no,2313.0,yes,no,cellular,12,may,788,2.0,-1,0.0,unknown,no
32548,56.0,administrator,married,secondary,Lisboa,no,3554.0,no,no,cellular,3,jun,151,1.0,-1,0.0,unknown,no
32549,33.0,management,married,tertiary,Porto,no,32.0,no,no,cellular,29,aug,27,,-1,0.0,unknown,no
32550,35.0,admin.,married,secondary,,no,614.0,yes,no,cellular,12,may,242,2.0,-1,0.0,unknown,no
32551,51.0,entrepreneur,married,tertiary,,no,-267.0,yes,no,cellular,9,jul,42,1.0,-1,0.0,unknown,no
32552,45.0,technician,single,tertiary,Amadora,no,591.0,yes,no,unknown,26,may,164,1.0,-1,0.0,unknown,no
32553,42.0,admin.,married,secondary,Amadora,no,2918.0,yes,no,unknown,15,may,349,2.0,-1,0.0,unknown,no
32554,34.0,management,married,tertiary,Porto,no,577.0,yes,no,cellular,18,nov,80,1.0,-1,0.0,unknown,no
32555,48.0,services,married,secondary,Lisboa,no,1323.0,yes,yes,cellular,7,may,99,1.0,-1,0.0,unknown,no
32556,43.0,blue-collar,married,primary,Coimbra,no,255.0,yes,no,cellular,17,jul,180,1.0,-1,0.0,unknown,no
32557,23.0,student,single,tertiary,,no,691.0,no,no,cellular,27,may,1178,1.0,178,6.0,success,yes
32558,48.0,blue-collar,married,secondary,,no,1841.0,yes,no,unknown,30,may,216,3.0,-1,0.0,unknown,no
32559,34.0,admin.,married,secondary,Porto,no,247.0,yes,yes,unknown,12,may,1727,5.0,-1,0.0,unknown,no
32560,49.0,blue-collar,married,primary,Lisboa,no,238.0,no,no,unknown,11,jun,204,1.0,-1,0.0,unknown,no
32561,64.0,retired,divorced,secondary,,no,4833.0,no,no,cellular,22,apr,247,2.0,251,1.0,failure,no
32562,30.0,,divorced,primary,,no,53.0,yes,no,cellular,18,may,116,1.0,-1,0.0,unknown,no
32563,56.0,retired,married,secondary,Lisboa,no,277.0,no,no,cellular,4,aug,143,1.0,-1,0.0,unknown,no
32564,35.0,blue-collar,married,primary,,no,443.0,yes,no,cellular,17,apr,185,2.0,316,3.0,other,no
32565,34.0,blue-collar,divorced,primary,Porto,no,390.0,yes,no,cellular,15,may,372,2.0,371,2.0,success,no
32566,39.0,blue-collar,married,secondary,Porto,no,98.0,no,no,cellular,31,jul,119,1.0,-1,0.0,unknown,no
32567,29.0,management,married,tertiary,,no,246.0,yes,no,unknown,9,may,45,1.0,-1,0.0,unknown,no
32568,36.0,blue-collar,married,secondary,,no,134.0,no,n,unknown,12,may,98,2.0,-1,0.0,unknown,no
32569,35.0,management,married,tertiary,,no,,yes,n,cellular,19,nov,248,1.0,-1,0.0,unknown,no
32570,28.0,blue-collar,married,secondary,Porto,no,5611.0,yes,no,unknown,3,jun,340,2.0,-1,0.0,unknown,no
32571,30.0,management,single,tertiary,Braga,no,222.0,no,yes,cellular,4,feb,111,1.0,204,2.0,other,no
32572,38.0,admin.,single,secondary,,no,2329.0,yes,n,cellular,29,jan,261,1.0,-1,0.0,unknown,no
32573,50.0,management,married,tertiary,,no,2366.0,no,no,cellular,28,jan,816,2.0,149,1.0,other,yes
32574,50.0,services,married,primary,,no,1132.0,yes,no,unknown,29,may,117,1.0,-1,0.0,unknown,no
32575,48.0,management,divorced,tertiary,,no,0.0,no,no,cellular,17,jul,186,2.0,-1,0.0,unknown,no
32576,53.0,management,married,tertiary,Amadora,no,1014.0,no,y,cellular,19,nov,59,2.0,-1,0.0,unknown,no
32577,38.0,management,married,tertiary,,no,2278.0,yes,y,cellular,13,may,244,1.0,-1,0.0,unknown,no
32578,48.0,technician,married,secondary,Lisboa,no,1000.0,no,no,cellular,21,nov,104,2.0,-1,0.0,unknown,no
32579,50.0,technician,married,secondary,,no,1616.0,yes,yes,unknown,4,jun,142,11.0,-1,0.0,unknown,no
32580,36.0,admin.,married,secondary,Lisboa,no,194.0,yes,yes,cellular,7,sep,120,3.0,-1,0.0,unknown,no
32581,36.0,management,single,secondary,,no,,yes,no,cellular,13,may,77,3.0,174,1.0,other,no
32582,32.0,blue-collar,single,secondary,Lisboa,no,2137.0,no,n,cellular,13,may,423,1.0,349,1.0,failure,no
32583,37.0,blue-collar,single,primary,,no,851.0,yes,no,cellular,15,may,151,1.0,352,1.0,failure,no
32584,39.0,administrator,married,secondary,Porto,no,217.0,yes,no,cellular,8,apr,284,1.0,308,4.0,failure,no
32585,60.0,management,married,tertiary,Lisboa,yes,-311.0,no,no,cellular,25,aug,151,6.0,-1,0.0,unknown,no
32586,38.0,housemaid,divorced,secondary,Lisboa,no,70.0,no,n,cellular,1,jun,263,1.0,-1,0.0,unknown,yes
32587,42.0,services,married,secondary,,no,174.0,yes,n,cellular,11,may,67,1.0,-1,0.0,unknown,no
32588,58.0,housemaid,divorced,primary,Porto,no,0.0,no,no,cellular,11,jul,965,,-1,0.0,unknown,no
32589,46.0,blue-collar,married,unknown,Lisboa,no,209.0,no,no,cellular,11,aug,72,2.0,-1,0.0,unknown,no
32590,39.0,entrepreneur,single,unknown,Lisboa,no,879.0,yes,yes,cellular,2,feb,99,1.0,-1,0.0,unknown,no
32591,38.0,admin.,single,unknown,Amadora,no,446.0,yes,n,unknown,13,may,386,1.0,-1,0.0,unknown,no
32592,28.0,management,married,tertiary,Lisboa,no,13186.0,yes,no,unknown,27,may,466,2.0,-1,0.0,unknown,no
32593,35.0,entrepreneur,married,tertiary,Lisboa,no,542.0,yes,yes,unknown,27,may,591,5.0,-1,0.0,unknown,no
32594,59.0,administrator,married,secondary,Amadora,no,479.0,no,no,unknown,18,jun,326,1.0,-1,0.0,unknown,no
32595,49.0,services,married,primary,,no,0.0,yes,n,cellular,6,may,445,2.0,166,3.0,failure,yes
32596,35.0,management,single,tertiary,Lisboa,no,2015.0,no,no,cellular,15,jun,60,1.0,390,1.0,failure,no
32597,44.0,entrepreneur,married,secondary,,no,887.0,yes,no,cellular,17,apr,519,1.0,14,2.0,failure,no
32598,46.0,blue-collar,married,secondary,Porto,no,243.0,yes,n,unknown,3,jun,310,4.0,-1,0.0,unknown,no
32599,28.0,management,married,secondary,Coimbra,no,466.0,yes,no,cellular,25,may,123,2.0,-1,0.0,unknown,no
32600,25.0,blue-collar,single,secondary,,no,389.0,no,n,cellular,3,jun,837,1.0,-1,0.0,unknown,yes
32601,46.0,administrator,married,unknown,,no,76.0,no,n,cellular,11,jul,181,2.0,-1,0.0,unknown,no
32602,38.0,management,married,tertiary,,no,120.0,no,n,cellular,13,aug,449,4.0,-1,0.0,unknown,no
32603,32.0,management,single,tertiary,,no,509.0,no,yes,cellular,19,nov,208,2.0,-1,0.0,unknown,no
32604,52.0,blue-collar,married,primary,,no,126.0,no,no,unknown,23,may,93,4.0,-1,0.0,unknown,no
32605,26.0,blue-collar,single,primary,Lisboa,no,93.0,yes,no,cellular,14,may,43,3.0,-1,0.0,unknown,no
32606,39.0,technician,married,tertiary,Porto,no,0.0,no,no,cellular,28,aug,13,17.0,-1,0.0,unknown,no
32607,44.0,blue-collar,married,secondary,,no,3060.0,yes,no,cellular,20,apr,87,2.0,151,3.0,failure,no
32608,44.0,housemaid,married,primary,,no,398.0,no,no,cellular,7,jul,-20,3.0,-1,0.0,unknown,no
32609,34.0,management,divorced,secondary,,no,291.0,no,no,cellular,7,aug,91,2.0,-1,0.0,unknown,no
32610,59.0,unknown,married,unknown,,no,3940.0,no,no,unknown,5,jun,48,2.0,-1,,unknown,no
32611,28.0,blue-collar,married,secondary,Lisboa,no,916.0,yes,no,unknown,28,may,206,1.0,-1,0.0,unknown,no
32612,44.0,management,married,tertiary,,no,474.0,yes,yes,unknown,14,may,183,4.0,-1,0.0,unknown,no
32613,44.0,technician,married,tertiary,,no,1818.0,yes,yes,cellular,3,nov,88,2.0,83,2.0,failure,no
32614,52.0,blue-collar,married,secondary,,no,955.0,no,y,cellular,3,feb,153,1.0,48,3.0,success,yes
32615,25.0,technician,single,secondary,,no,276.0,yes,no,unknown,12,may,268,4.0,-1,0.0,unknown,no
32616,37.0,management,single,tertiary,Lisboa,no,876.0,yes,n,cellular,15,apr,140,4.0,327,2.0,failure,no
32617,39.0,unknown,single,unknown,Coimbra,no,2822.0,no,no,cellular,21,nov,573,3.0,-1,0.0,unknown,no
32618,51.0,blue-collar,married,tertiary,,no,7816.0,yes,no,unknown,12,may,76,2.0,-1,0.0,unknown,no
32619,47.0,blue-collar,married,tertiary,Lisboa,no,3745.0,no,no,cellular,7,may,113,1.0,200,1.0,failure,no
32620,34.0,blue-collar,married,secondary,,no,298.0,yes,no,unknown,15,may,182,1.0,-1,0.0,unknown,no
32621,43.0,blue-collar,married,primary,Coimbra,no,-127.0,yes,n,unknown,27,may,102,3.0,-1,0.0,unknown,no
32622,43.0,technician,married,secondary,,no,-330.0,yes,yes,cellular,8,may,105,1.0,-1,0.0,unknown,no
32623,36.0,blue-collar,single,unknown,,no,185.0,yes,yes,cellular,17,apr,301,2.0,-1,0.0,unknown,no
32624,35.0,blue-collar,married,primary,,no,602.0,yes,no,cellular,14,may,467,6.0,-1,0.0,unknown,no
32625,38.0,services,married,secondary,Amadora,no,3039.0,yes,yes,cellular,11,may,146,2.0,-1,0.0,unknown,no
32626,34.0,,single,tertiary,,no,2257.0,yes,no,unknown,9,may,62,1.0,-1,0.0,unknown,no
32627,46.0,technician,married,secondary,Lisboa,no,2527.0,yes,yes,unknown,29,may,201,,-1,0.0,unknown,no
32628,48.0,blue-collar,married,secondary,,no,1913.0,yes,no,unknown,15,may,115,1.0,-1,0.0,unknown,no
32629,60.0,retired,married,primary,Lisboa,no,97.0,no,no,cellular,14,aug,210,4.0,-1,0.0,unknown,no
32630,32.0,blue-collar,single,secondary,Lisboa,no,706.0,yes,n,unknown,20,may,152,1.0,-1,0.0,unknown,no
32631,35.0,management,single,tertiary,Porto,no,9336.0,yes,no,cellular,18,may,311,2.0,-1,0.0,unknown,no
32632,35.0,unemployed,single,tertiary,Porto,no,2340.0,no,no,cellular,31,jul,420,9.0,-1,0.0,unknown,no
32633,50.0,technician,married,tertiary,,no,,no,n,cellular,20,nov,44,2.0,164,1.0,failure,no
32634,32.0,management,single,tertiary,,no,11797.0,yes,no,cellular,11,aug,95,2.0,-1,0.0,unknown,no
32635,77.0,retired,married,unknown,,no,992.0,no,n,cellular,27,apr,147,2.0,182,2.0,failure,no
32636,44.0,admin.,divorced,secondary,,no,2999.0,yes,n,cellular,14,may,717,1.0,-1,0.0,unknown,yes
32637,42.0,blue-collar,married,secondary,,no,413.0,yes,no,cellular,11,aug,589,2.0,-1,0.0,unknown,yes
32638,39.0,blue-collar,married,primary,Porto,no,118.0,no,no,cellular,3,feb,906,1.0,-1,0.0,unknown,yes
32639,53.0,services,married,secondary,Porto,no,-391.0,no,no,cellular,14,jul,122,3.0,-1,0.0,unknown,no
32640,44.0,blue-collar,married,secondary,Lisboa,no,78.0,yes,no,unknown,12,may,253,2.0,-1,0.0,unknown,no
32641,36.0,self-employed,married,secondary,Amadora,no,188.0,yes,yes,cellular,4,may,1046,3.0,333,2.0,success,yes
32642,40.0,retired,married,primary,Lisboa,no,407.0,yes,no,unknown,7,may,502,1.0,-1,0.0,unknown,no
32643,29.0,self-employed,married,secondary,Amadora,no,542.0,no,n,unknown,28,may,104,3.0,-1,0.0,unknown,no
32644,45.0,administrator,married,unknown,,no,323.0,no,no,telephone,4,feb,56,4.0,7,6.0,other,no
32645,36.0,management,married,tertiary,,no,481.0,yes,n,cellular,19,nov,112,3.0,-1,0.0,unknown,no
32646,32.0,blue-collar,single,secondary,,no,-691.0,yes,y,unknown,2,jun,53,1.0,-1,0.0,unknown,no
32647,38.0,management,married,secondary,,no,-323.0,yes,no,unknown,9,jun,250,1.0,-1,0.0,unknown,no
32648,41.0,blue-collar,divorced,secondary,,no,927.0,yes,no,cellular,20,nov,343,2.0,-1,0.0,unknown,no
32649,30.0,management,single,tertiary,Porto,no,370.0,no,no,cellular,22,aug,64,,-1,0.0,unknown,no
32650,31.0,services,single,secondary,Lisboa,no,2038.0,yes,no,unknown,20,may,148,1.0,-1,0.0,unknown,no
32651,26.0,management,single,tertiary,Lisboa,no,-8.0,no,no,cellular,13,aug,402,2.0,-1,0.0,unknown,no
32652,32.0,admin.,married,secondary,,no,3540.0,yes,n,cellular,18,may,213,1.0,178,1.0,failure,no
32653,45.0,management,married,tertiary,Porto,no,3370.0,no,no,unknown,12,jun,36,3.0,-1,0.0,unknown,no
32654,43.0,blue-collar,married,secondary,,no,117.0,yes,no,cellular,14,may,73,1.0,370,1.0,failure,no
32655,32.0,administrator,married,secondary,Lisboa,no,1539.0,yes,yes,cellular,23,jul,218,2.0,-1,0.0,unknown,no
32656,31.0,housemaid,married,secondary,Lisboa,no,592.0,no,yes,cellular,20,nov,124,1.0,-1,0.0,unknown,no
32657,55.0,self-employed,married,secondary,,yes,0.0,no,no,cellular,26,aug,172,5.0,-1,0.0,unknown,no
32658,47.0,retired,divorced,secondary,Porto,no,700.0,yes,no,cellular,6,feb,69,3.0,-1,0.0,unknown,no
32659,57.0,housemaid,divorced,primary,,no,3063.0,no,n,unknown,5,jun,21,1.0,-1,0.0,unknown,no
32660,29.0,management,single,tertiary,Amadora,no,2753.0,no,n,cellular,30,apr,645,1.0,-1,0.0,unknown,yes
32661,36.0,services,divorced,tertiary,,no,162.0,yes,n,cellular,18,may,69,1.0,367,6.0,other,no
32662,29.0,student,single,secondary,Braga,no,1779.0,no,n,,4,jun,400,1.0,-1,0.0,unknown,yes
32663,56.0,blue-collar,married,primary,,no,0.0,yes,n,cellular,17,jul,82,1.0,-1,0.0,unknown,no
32664,34.0,self-employed,married,tertiary,,no,0.0,yes,n,cellular,10,jul,95,1.0,-1,0.0,unknown,no
32665,37.0,administrator,married,secondary,,no,0.0,yes,no,cellular,8,apr,208,3.0,349,2.0,failure,no
32666,58.0,retired,married,primary,Lisboa,no,747.0,yes,yes,telephone,13,may,104,1.0,-1,0.0,unknown,no
32667,53.0,management,married,tertiary,Lisboa,no,3634.0,no,no,cellular,7,may,211,4.0,88,8.0,success,yes
32668,45.0,management,married,tertiary,Porto,no,1034.0,no,yes,cellular,24,jul,1820,4.0,-1,0.0,unknown,no
32669,36.0,services,single,secondary,,no,616.0,yes,y,unknown,12,may,156,3.0,-1,0.0,unknown,no
32670,30.0,services,married,primary,Amadora,no,-286.0,yes,no,unknown,28,may,202,1.0,-1,0.0,unknown,no
32671,36.0,admin.,single,secondary,,no,5871.0,no,no,cellular,19,aug,321,2.0,-1,0.0,unknown,no
32672,46.0,management,married,tertiary,Amadora,no,125.0,yes,no,,12,may,81,5.0,-1,0.0,unknown,no
32673,32.0,technician,married,secondary,,no,266.0,yes,no,cellular,19,aug,168,2.0,-1,0.0,unknown,no
32674,38.0,blue-collar,single,secondary,,no,334.0,yes,n,cellular,18,jul,541,7.0,-1,0.0,unknown,no
32675,33.0,technician,single,secondary,Lisboa,no,1279.0,yes,no,cellular,18,may,239,2.0,349,3.0,success,no
32676,38.0,management,married,tertiary,Lisboa,no,89.0,yes,no,cellular,14,may,71,1.0,360,10.0,failure,no
32677,37.0,,married,secondary,Porto,no,487.0,no,yes,cellular,27,aug,155,15.0,-1,0.0,unknown,no
32678,26.0,blue-collar,single,secondary,Porto,no,,yes,no,unknown,13,may,373,1.0,-1,0.0,unknown,no
32679,34.0,technician,married,secondary,,no,-287.0,yes,yes,unknown,26,may,199,1.0,-1,0.0,unknown,no
32680,34.0,blue-collar,divorced,secondary,,no,-131.0,yes,no,cellular,7,may,132,1.0,356,1.0,failure,no
32681,46.0,admin.,married,secondary,Amadora,no,9319.0,yes,no,cellular,21,nov,31,7.0,-1,0.0,unknown,no
32682,32.0,blue-collar,married,primary,Porto,no,7406.0,yes,no,unknown,20,may,418,2.0,-1,0.0,unknown,no
32683,52.0,technician,single,tertiary,Braga,no,1308.0,yes,no,unknown,29,may,361,1.0,-1,0.0,unknown,no
32684,35.0,technician,single,secondary,,no,1693.0,yes,no,cellular,26,may,58,1.0,105,1.0,success,no
32685,48.0,blue-collar,married,primary,,no,,no,no,unknown,15,may,101,3.0,-1,0.0,unknown,no
32686,42.0,management,married,unknown,,no,6573.0,yes,no,cellular,7,jul,56,4.0,-1,0.0,unknown,no
32687,32.0,blue-collar,married,secondary,,no,101.0,yes,n,unknown,19,may,191,4.0,-1,0.0,unknown,no
32688,39.0,technician,married,tertiary,Porto,no,1524.0,no,n,cellular,20,apr,567,1.0,-1,0.0,unknown,yes
32689,35.0,technician,single,tertiary,,no,670.0,yes,no,unknown,9,may,106,1.0,-1,0.0,unknown,no
32690,33.0,management,married,tertiary,,no,51.0,yes,n,cellular,21,aug,273,2.0,-1,0.0,unknown,no
32691,38.0,management,married,tertiary,,no,1440.0,no,no,cellular,11,aug,111,2.0,-1,0.0,unknown,no
32692,22.0,student,single,secondary,,no,246.0,yes,no,telephone,12,may,25,1.0,-1,0.0,unknown,no
32693,42.0,technician,divorced,secondary,Lisboa,no,,yes,no,unknown,30,oct,234,1.0,-1,0.0,unknown,yes
32694,54.0,management,divorced,unknown,,no,901.0,no,no,unknown,20,jun,7,3.0,-1,0.0,unknown,no
32695,56.0,retired,married,secondary,Lisboa,no,0.0,no,n,cellular,26,jan,413,,-1,0.0,unknown,no
32696,49.0,self-employed,divorced,secondary,Amadora,no,-478.0,yes,yes,cellular,20,nov,291,1.0,-1,0.0,unknown,no
32697,36.0,management,divorced,tertiary,Lisboa,yes,20.0,no,yes,unknown,24,jun,62,5.0,-1,0.0,unknown,no
32698,,technician,married,secondary,,no,177.0,yes,yes,cellular,12,may,22,8.0,-1,0.0,unknown,no
32699,73.0,retired,married,primary,,no,934.0,no,no,cellular,14,sep,961,5.0,-1,0.0,unknown,yes
32700,36.0,blue-collar,married,secondary,Lisboa,no,16402.0,yes,no,unknown,3,jun,406,3.0,-1,0.0,unknown,no
32701,40.0,technician,single,secondary,Braga,no,281.0,yes,no,cellular,11,may,7,11.0,360,2.0,other,no
32702,44.0,technician,single,secondary,Lisboa,no,451.0,no,n,cellular,11,feb,203,1.0,183,2.0,success,no
32703,29.0,management,single,unknown,,no,560.0,no,no,cellular,5,apr,459,,307,1.0,failure,yes
32704,53.0,self-employed,married,tertiary,,no,217.0,no,no,cellular,11,aug,121,5.0,-1,0.0,unknown,no
32705,36.0,unemployed,married,secondary,,no,17458.0,no,n,cellular,23,sep,390,2.0,-1,0.0,unknown,no
32706,37.0,entrepreneur,married,tertiary,,no,836.0,yes,n,cellular,20,nov,223,1.0,177,2.0,failure,no
32707,41.0,services,single,tertiary,Porto,no,285.0,yes,yes,unknown,29,may,135,1.0,-1,0.0,unknown,no
32708,50.0,blue-collar,married,primary,Lisboa,no,377.0,yes,no,unknown,7,may,221,1.0,-1,0.0,unknown,no
32709,30.0,technician,divorced,tertiary,Lisboa,no,317.0,yes,no,cellular,15,may,165,3.0,294,5.0,failure,no
32710,31.0,admin.,single,secondary,Lisboa,no,338.0,no,n,cellular,2,feb,155,2.0,-1,0.0,unknown,no
32711,48.0,,married,secondary,,no,125.0,no,n,cellular,14,aug,89,,-1,0.0,unknown,no
32712,37.0,blue-collar,married,primary,,no,8135.0,yes,no,cellular,20,nov,358,1.0,184,1.0,failure,no
32713,30.0,management,single,tertiary,,no,890.0,no,no,cellular,27,aug,16,18.0,-1,0.0,unknown,no
32714,56.0,retired,married,tertiary,,no,281.0,no,no,cellular,25,may,185,1.0,83,2.0,success,no
32715,46.0,blue-collar,married,primary,,no,258.0,yes,no,unknown,27,may,217,1.0,-1,0.0,unknown,no
32716,38.0,services,married,secondary,Coimbra,no,282.0,no,no,cellular,15,jan,360,3.0,-1,0.0,unknown,no
32717,33.0,services,married,secondary,Lisboa,no,3444.0,yes,n,telephone,21,oct,144,1.0,91,4.0,failure,yes
32718,36.0,technician,married,tertiary,Porto,no,491.0,yes,no,unknown,8,may,103,,-1,0.0,unknown,no
32719,41.0,technician,divorced,secondary,Lisboa,no,348.0,yes,no,,7,may,225,2.0,275,2.0,failure,no
32720,53.0,unknown,married,unknown,,no,1347.0,no,no,unknown,5,jun,92,2.0,-1,0.0,unknown,no
32721,31.0,blue-collar,married,primary,,no,224.0,yes,no,unknown,20,jun,20,19.0,-1,0.0,unknown,no
32722,43.0,blue-collar,single,primary,,yes,69.0,no,yes,cellular,28,jul,267,5.0,-1,0.0,unknown,no
32723,60.0,admin.,single,secondary,Braga,no,473.0,no,no,cellular,5,feb,175,2.0,8,1.0,other,no
32724,51.0,services,married,unknown,,no,518.0,no,no,unknown,5,jun,312,,-1,0.0,unknown,no
32725,28.0,blue-collar,single,secondary,,no,416.0,yes,no,unknown,13,may,452,2.0,-1,0.0,unknown,no
32726,46.0,blue-collar,married,primary,,no,0.0,yes,no,unknown,12,may,51,9.0,-1,0.0,unknown,no
32727,32.0,management,single,tertiary,,no,643.0,no,no,cellular,22,oct,287,1.0,-1,0.0,unknown,no
32728,37.0,services,married,secondary,,no,,yes,n,telephone,20,nov,42,1.0,-1,0.0,unknown,no
32729,30.0,blue-collar,single,secondary,Amadora,no,783.0,no,yes,cellular,29,jan,197,1.0,-1,0.0,unknown,no
32730,27.0,blue-collar,single,primary,,no,-71.0,no,yes,cellular,30,jul,70,3.0,-1,0.0,unknown,no
32731,43.0,management,married,tertiary,,no,0.0,no,no,cellular,18,aug,241,5.0,-1,0.0,unknown,no
32732,43.0,blue-collar,married,secondary,Porto,no,,no,yes,cellular,4,jul,668,2.0,-1,0.0,unknown,no
32733,42.0,admin.,married,secondary,Lisboa,yes,-9.0,no,n,unknown,20,jun,248,1.0,-1,0.0,unknown,no
32734,38.0,,married,tertiary,Lisboa,no,0.0,yes,no,telephone,12,dec,136,1.0,-1,0.0,unknown,no
32735,31.0,,married,secondary,Porto,no,503.0,no,no,cellular,20,nov,178,1.0,-1,0.0,unknown,no
32736,51.0,management,divorced,tertiary,Porto,no,-2282.0,yes,yes,cellular,14,jul,301,6.0,-1,0.0,unknown,no
32737,35.0,technician,married,secondary,,no,-131.0,yes,no,unknown,6,may,467,2.0,-1,0.0,unknown,no
